height,latitude,longitude
9.010000000000000000e+03,1.343612381814573431e+62,-2.481554671462790300e+61
9.009000000000000000e+03,1.387374694943009011e+62,-2.551539783946475175e+61
9.008000000000000000e+03,1.359762534493696552e+62,-2.504135629536512501e+61
9.007000000000000000e+03,1.302525701708731750e+62,-2.406804618681780253e+61
9.006000000000000000e+03,1.257564329656500785e+62,-2.339506234781361494e+61
9.005000000000000000e+03,1.292858843836944488e+62,-2.374639636542686818e+61
9.004000000000000000e+03,1.249528123936404240e+62,-2.301502415935499039e+61
9.003000000000000000e+03,1.182658888313035505e+62,-2.224499703239848354e+61
9.002000000000000000e+03,1.282712088651796664e+62,-2.351516429181965707e+61
9.001000000000000000e+03,1.296900988529919419e+62,-2.389094605373481440e+61
9.000000000000000000e+03,1.258594099629689704e+62,-2.319736666475691456e+61
8.999000000000000000e+03,1.272780107473715930e+62,-2.338535393741956591e+61
8.998000000000000000e+03,1.185027807100859749e+62,-2.192935552242719291e+61
8.997000000000000000e+03,1.233452049870808592e+62,-2.267269456822014597e+61
8.996000000000000000e+03,1.150530863642415307e+62,-2.130587179387999181e+61
8.995000000000000000e+03,1.178680651243901230e+62,-2.179376691336852880e+61
8.994000000000000000e+03,1.171981076791517428e+62,-2.178835929868018820e+61
8.993000000000000000e+03,1.178602902945850241e+62,-2.166745631962728841e+61
8.992000000000000000e+03,1.143099696923844558e+62,-2.122799732463647665e+61
8.991000000000000000e+03,1.146689579108225705e+62,-2.111245484001004533e+61
8.990000000000000000e+03,1.120256343644405062e+62,-2.067561824029161160e+61
8.989000000000000000e+03,1.119576640460438780e+62,-2.079938748316656678e+61
8.988000000000000000e+03,1.082363698962921659e+62,-2.018152797580654680e+61
8.987000000000000000e+03,1.140429008562479485e+62,-2.087277503445602175e+61
8.986000000000000000e+03,1.135796065919953601e+62,-2.078975974231588905e+61
8.985000000000000000e+03,1.163068000157408735e+62,-2.102760017100300804e+61
8.984000000000000000e+03,1.086925682000937427e+62,-2.008169624242558097e+61
8.983000000000000000e+03,1.018915365398717753e+62,-1.895499346554976495e+61
8.982000000000000000e+03,1.032535258437619726e+62,-1.904857205557248553e+61
8.981000000000000000e+03,1.025775382455219707e+62,-1.898410971685805907e+61
8.980000000000000000e+03,1.004477152232450170e+62,-1.867996549872356124e+61
8.979000000000000000e+03,1.017146169860920393e+62,-1.876889471460727056e+61
8.978000000000000000e+03,1.002169395641067507e+62,-1.851912520410884001e+61
8.977000000000000000e+03,1.038862387474010735e+62,-1.901128877041253994e+61
8.976000000000000000e+03,1.010854441483038078e+62,-1.848329303893310404e+61
8.975000000000000000e+03,9.548180960253378703e+61,-1.779381838512255733e+61
8.974000000000000000e+03,9.965864404260840405e+61,-1.838094940010365262e+61
8.973000000000000000e+03,9.235783673872598635e+61,-1.724472346663527024e+61
8.972000000000000000e+03,9.252684137951390090e+61,-1.721600878154446222e+61
8.971000000000000000e+03,9.529350544893318222e+61,-1.754250668577510577e+61
8.970000000000000000e+03,8.935595059061040536e+61,-1.668117688640116927e+61
8.969000000000000000e+03,9.386755577177152139e+61,-1.727071233098466438e+61
8.968000000000000000e+03,9.191872419534034488e+61,-1.700932607526081219e+61
8.967000000000000000e+03,9.123742239180124278e+61,-1.680691720376530605e+61
8.966000000000000000e+03,8.476794825731217482e+61,-1.579861490540252543e+61
8.965000000000000000e+03,8.863987721265673115e+61,-1.640536687657810548e+61
8.964000000000000000e+03,8.926249830621084357e+61,-1.640162024154381558e+61
8.963000000000000000e+03,9.210034309240013862e+61,-1.690221022837772381e+61
8.962000000000000000e+03,8.788862995477086361e+61,-1.632763422328159897e+61
8.961000000000000000e+03,8.807186467935588266e+61,-1.622696024473639779e+61
8.960000000000000000e+03,8.459827313763811327e+61,-1.570386174608644802e+61
8.959000000000000000e+03,8.620335485072418575e+61,-1.584920553417568542e+61
8.958000000000000000e+03,8.160631262136913365e+61,-1.506228995312231149e+61
8.957000000000000000e+03,8.814196610805637531e+61,-1.618598280290805234e+61
8.956000000000000000e+03,8.602402516660129310e+61,-1.580106741346561810e+61
8.955000000000000000e+03,8.350873092615217954e+61,-1.535836695183291675e+61
8.954000000000000000e+03,8.327193323452289644e+61,-1.540537706973555817e+61
8.953000000000000000e+03,7.957324162983633780e+61,-1.470905834043868241e+61
8.952000000000000000e+03,8.255168167618073159e+61,-1.516603068321897078e+61
8.951000000000000000e+03,7.929933204911967650e+61,-1.458912580802903876e+61
8.950000000000000000e+03,7.393884977303366500e+61,-1.382190142536021396e+61
8.949000000000000000e+03,7.549051005257610676e+61,-1.404779342936498708e+61
8.948000000000000000e+03,7.698048986677182768e+61,-1.430669151617265340e+61
8.947000000000000000e+03,7.480199119909376588e+61,-1.389728383851716045e+61
8.946000000000000000e+03,7.624517595005301688e+61,-1.401091054903165374e+61
8.945000000000000000e+03,7.598765733141684206e+61,-1.401078496455824122e+61
8.944000000000000000e+03,7.485670061417915446e+61,-1.385363168261406724e+61
8.943000000000000000e+03,7.148743219405067275e+61,-1.333727033011798043e+61
8.942000000000000000e+03,7.392986933774035193e+61,-1.364734699619853485e+61
8.941000000000000000e+03,6.926983899105287380e+61,-1.286560230731179674e+61
8.940000000000000000e+03,7.586132274035954367e+61,-1.386033622417040071e+61
8.939000000000000000e+03,7.088758862199304109e+61,-1.312816218899987377e+61
8.938000000000000000e+03,7.207585708132754452e+61,-1.327812365010266276e+61
8.937000000000000000e+03,7.222184392903553786e+61,-1.323118832448335015e+61
8.936000000000000000e+03,6.819567833867980284e+61,-1.265011577246682292e+61
8.935000000000000000e+03,6.926450228236765073e+61,-1.281487755942068528e+61
8.934000000000000000e+03,7.046369272813582540e+61,-1.295026842689736920e+61
8.933000000000000000e+03,6.576017580312338965e+61,-1.222123393743070897e+61
8.932000000000000000e+03,6.577140010820161612e+61,-1.222853261978258605e+61
8.931000000000000000e+03,6.891074695719565780e+61,-1.263494697743602003e+61
8.930000000000000000e+03,6.524537175574044550e+61,-1.204480436694999897e+61
8.929000000000000000e+03,6.530676475268658823e+61,-1.205658668077563869e+61
8.928000000000000000e+03,6.461961799026536931e+61,-1.190720989290096657e+61
8.927000000000000000e+03,6.138508902686958428e+61,-1.138517953726357994e+61
8.926000000000000000e+03,5.799960200867347783e+61,-1.091056802365449196e+61
8.925000000000000000e+03,6.137024286829944707e+61,-1.137005031567008095e+61
8.924000000000000000e+03,5.931247380221550289e+61,-1.105410781762912935e+61
8.923000000000000000e+03,6.149100767411669339e+61,-1.137807653432174925e+61
8.922000000000000000e+03,5.673798241999279230e+61,-1.058142777993521559e+61
8.921000000000000000e+03,6.214212971383640898e+61,-1.139403696773262023e+61
8.920000000000000000e+03,5.847028603103310114e+61,-1.078474629943811049e+61
8.919000000000000000e+03,5.839292366567065728e+61,-1.078527993873521934e+61
8.918000000000000000e+03,5.904237094825103441e+61,-1.089874892764072872e+61
8.917000000000000000e+03,5.704810838137663193e+61,-1.057253150175443230e+61
8.916000000000000000e+03,5.632117861257568019e+61,-1.050575144972805064e+61
8.915000000000000000e+03,5.629379247897928989e+61,-1.048163314204937473e+61
8.914000000000000000e+03,5.658771346868055702e+61,-1.046808246237320226e+61
8.913000000000000000e+03,5.538985502050104119e+61,-1.026286363576929225e+61
8.912000000000000000e+03,5.464543211628163092e+61,-1.017400211429723542e+61
8.911000000000000000e+03,5.634694485517397842e+61,-1.034147185880272927e+61
8.910000000000000000e+03,5.421833811380955187e+61,-1.010663207428135408e+61
8.909000000000000000e+03,5.098109305049663330e+61,-9.516146974707511713e+60
8.908000000000000000e+03,5.468045832038442147e+61,-1.001117302399404050e+61
8.907000000000000000e+03,5.255873559316965144e+61,-9.788471714590979020e+60
8.906000000000000000e+03,5.068681315146878076e+61,-9.443407565106030128e+60
8.905000000000000000e+03,5.168991645547870431e+61,-9.543895173158766785e+60
8.904000000000000000e+03,5.108169502907364169e+61,-9.463560571261522467e+60
8.903000000000000000e+03,5.068419704038574581e+61,-9.378610033864762275e+60
8.902000000000000000e+03,4.765991973483917875e+61,-8.894091441176912094e+60
8.901000000000000000e+03,4.687820256717322396e+61,-8.760554296578058915e+60
8.900000000000000000e+03,4.787853340439267549e+61,-8.911263776446913598e+60
8.899000000000000000e+03,5.034037271088522337e+61,-9.302633220866237905e+60
8.898000000000000000e+03,4.647241172260915241e+61,-8.719541539914644520e+60
8.897000000000000000e+03,4.535860112380276472e+61,-8.506219095967076453e+60
8.896000000000000000e+03,4.607493037021959947e+61,-8.514612665776468341e+60
8.895000000000000000e+03,4.501674349205731038e+61,-8.414724121088633377e+60
8.894000000000000000e+03,4.785191599122421989e+61,-8.787719839897791097e+60
8.893000000000000000e+03,4.509277062695301600e+61,-8.401322000143569126e+60
8.892000000000000000e+03,4.693450750294953777e+61,-8.686310854927946279e+60
8.891000000000000000e+03,4.747111189659875662e+61,-8.709477447687315132e+60
8.890000000000000000e+03,4.139728036399680279e+61,-7.794970588416189462e+60
8.889000000000000000e+03,4.757590283392069043e+61,-8.716373680577892243e+60
8.888000000000000000e+03,4.401287935243239762e+61,-8.122297697128653281e+60
8.887000000000000000e+03,4.321733714522080225e+61,-8.027230410873607102e+60
8.886000000000000000e+03,4.197410150580159581e+61,-7.854255526570930235e+60
8.885000000000000000e+03,4.205391369033428908e+61,-7.783321208508672427e+60
8.884000000000000000e+03,4.277689416042522012e+61,-7.958300005814949857e+60
8.883000000000000000e+03,4.057389811871750489e+61,-7.575573987365701021e+60
8.882000000000000000e+03,4.048184289984238958e+61,-7.547235782255952704e+60
8.881000000000000000e+03,3.934313984462671370e+61,-7.371984823892747436e+60
8.880000000000000000e+03,3.970905643607768958e+61,-7.462582657374685997e+60
8.879000000000000000e+03,3.721831830216869978e+61,-6.985868846412835677e+60
8.878000000000000000e+03,4.071381612340668740e+61,-7.511441491483909581e+60
8.877000000000000000e+03,3.974020046455359598e+61,-7.403813266189131469e+60
8.876000000000000000e+03,3.815929666471333621e+61,-7.114014505169742801e+60
8.875000000000000000e+03,4.167177988101908782e+61,-7.659663952344777844e+60
8.874000000000000000e+03,3.833434716488149211e+61,-7.101364127921133370e+60
8.873000000000000000e+03,3.748704974154612526e+61,-6.981168911314697026e+60
8.872000000000000000e+03,3.878748785970130758e+61,-7.157045292823402047e+60
8.871000000000000000e+03,3.775156404061403977e+61,-7.028978759534418292e+60
8.870000000000000000e+03,3.804832734988918232e+61,-7.019880755596415822e+60
8.869000000000000000e+03,3.732262110969657891e+61,-6.938366852674718983e+60
8.868000000000000000e+03,3.686083318036666608e+61,-6.828430895240174243e+60
8.867000000000000000e+03,3.505049055846031836e+61,-6.591790347484986587e+60
8.866000000000000000e+03,3.598377294186908084e+61,-6.675101655688365210e+60
8.865000000000000000e+03,3.446985179917964122e+61,-6.439799739898556765e+60
8.864000000000000000e+03,3.439113303739816338e+61,-6.419375611047670582e+60
8.863000000000000000e+03,3.423787285206601242e+61,-6.372173793531027643e+60
8.862000000000000000e+03,3.530958372160197019e+61,-6.530353354927048397e+60
8.861000000000000000e+03,3.387654637724537707e+61,-6.295991586000096732e+60
8.860000000000000000e+03,3.450024857583200656e+61,-6.368414811947794410e+60
8.859000000000000000e+03,2.976770301656584553e+61,-5.660838922692419994e+60
8.858000000000000000e+03,3.253223583597172518e+61,-6.087593613527050632e+60
8.857000000000000000e+03,3.338266199556695547e+61,-6.182554377116535394e+60
8.856000000000000000e+03,3.256669682460683046e+61,-6.019005319170551323e+60
8.855000000000000000e+03,3.135210059050135840e+61,-5.853303646727381308e+60
8.854000000000000000e+03,3.249013826027704006e+61,-6.006916592922501731e+60
8.853000000000000000e+03,3.244181348088280583e+61,-6.015583420511540512e+60
8.852000000000000000e+03,3.245679200653438516e+61,-6.008481831055798211e+60
8.851000000000000000e+03,3.199514440508532157e+61,-5.907467977467537961e+60
8.850000000000000000e+03,3.079066322441514855e+61,-5.738337945789738535e+60
8.849000000000000000e+03,3.034462727250763550e+61,-5.649409369171660918e+60
8.848000000000000000e+03,3.133058467372569906e+61,-5.798114811957507669e+60
8.847000000000000000e+03,2.945692022857564872e+61,-5.498608369973072443e+60
8.846000000000000000e+03,2.830449514334225431e+61,-5.275315156811464672e+60
8.845000000000000000e+03,2.723587947951086129e+61,-5.125500937139737562e+60
8.844000000000000000e+03,2.945981619122384251e+61,-5.476348432692857460e+60
8.843000000000000000e+03,2.816815940331509917e+61,-5.255245920780956064e+60
8.842000000000000000e+03,2.926993929192673122e+61,-5.413229203664098747e+60
8.841000000000000000e+03,2.948836426811927762e+61,-5.470618575859772510e+60
8.840000000000000000e+03,2.855054878983745633e+61,-5.295281729644724066e+60
8.839000000000000000e+03,2.815603125466588423e+61,-5.210167061865406994e+60
8.838000000000000000e+03,2.744469715674125927e+61,-5.085753914575317989e+60
8.837000000000000000e+03,2.781220587909715767e+61,-5.151887378921349500e+60
8.836000000000000000e+03,2.795593551455473151e+61,-5.166713165636062785e+60
8.835000000000000000e+03,2.834317247724098107e+61,-5.225426293047960793e+60
8.834000000000000000e+03,2.801870919113957792e+61,-5.155015738616319419e+60
8.833000000000000000e+03,2.697517340640917679e+61,-5.002830634684604355e+60
8.832000000000000000e+03,2.840341501005814985e+61,-5.194974703130310099e+60
8.831000000000000000e+03,2.519066966005332927e+61,-4.719618101176685135e+60
8.830000000000000000e+03,2.617513047742084358e+61,-4.811247710452756631e+60
8.829000000000000000e+03,2.458690943074059638e+61,-4.613852163456160082e+60
8.828000000000000000e+03,2.556348293036608392e+61,-4.751944801708472584e+60
8.827000000000000000e+03,2.497258717945037395e+61,-4.681363564051015901e+60
8.826000000000000000e+03,2.489725114525816522e+61,-4.637994982795475365e+60
8.825000000000000000e+03,2.459958982712717602e+61,-4.558306606845729904e+60
8.824000000000000000e+03,2.337361672048240701e+61,-4.389284409012658059e+60
8.823000000000000000e+03,2.390315492276098237e+61,-4.433049884172182837e+60
8.822000000000000000e+03,2.392165545048614136e+61,-4.439527278635095081e+60
8.821000000000000000e+03,2.353483749280253762e+61,-4.352685115440400262e+60
8.820000000000000000e+03,2.285794006114465195e+61,-4.273578758162582747e+60
8.819000000000000000e+03,2.183050150654258367e+61,-4.086183622765329602e+60
8.818000000000000000e+03,2.276759178209497668e+61,-4.238089092892922285e+60
8.817000000000000000e+03,2.229978213948369680e+61,-4.157324637473724504e+60
8.816000000000000000e+03,2.177320777425704680e+61,-4.064898573780273944e+60
8.815000000000000000e+03,2.297741240312381889e+61,-4.235972466505846988e+60
8.814000000000000000e+03,2.256770922168577699e+61,-4.170375781591509512e+60
8.813000000000000000e+03,2.342739433405928745e+61,-4.296577111254696564e+60
8.812000000000000000e+03,2.094673277050378870e+61,-3.926697701591208305e+60
8.811000000000000000e+03,2.104507755080490515e+61,-3.935029722281205021e+60
8.810000000000000000e+03,2.102984826774139551e+61,-3.920040670314849408e+60
8.809000000000000000e+03,2.093124510583466555e+61,-3.894397116100974571e+60
8.808000000000000000e+03,2.082723103727129456e+61,-3.873451516109809155e+60
8.807000000000000000e+03,2.039566579280442541e+61,-3.808450961745321027e+60
8.806000000000000000e+03,2.031624865345985252e+61,-3.772351702785196066e+60
8.805000000000000000e+03,1.966894651600335045e+61,-3.675462348700878249e+60
8.804000000000000000e+03,2.148063377313200242e+61,-3.937665182367882142e+60
8.803000000000000000e+03,2.036701120736252165e+61,-3.757646249670585774e+60
8.802000000000000000e+03,2.094184280272777061e+61,-3.865329234420620245e+60
8.801000000000000000e+03,1.974950020297753298e+61,-3.659833169790030334e+60
8.800000000000000000e+03,2.010864914405670503e+61,-3.719590434086969448e+60
8.799000000000000000e+03,1.979156092894428174e+61,-3.683474389848632302e+60
8.798000000000000000e+03,1.808226143829823880e+61,-3.399488169068189466e+60
8.797000000000000000e+03,1.917151532695161546e+61,-3.554093609363079074e+60
8.796000000000000000e+03,1.953131022484312737e+61,-3.619045733796837420e+60
8.795000000000000000e+03,1.851898550530021659e+61,-3.430474892576900158e+60
8.794000000000000000e+03,1.907808232578239748e+61,-3.519256513398294432e+60
8.793000000000000000e+03,1.948104048238052268e+61,-3.579238673506064856e+60
8.792000000000000000e+03,1.948758740438419187e+61,-3.587012662243768115e+60
8.791000000000000000e+03,1.791803664412300949e+61,-3.322155833486552707e+60
8.790000000000000000e+03,1.755562980913627816e+61,-3.277150594222556390e+60
8.789000000000000000e+03,1.694273927197425163e+61,-3.171792119848365347e+60
8.788000000000000000e+03,1.682488637050873817e+61,-3.147104907096266611e+60
8.787000000000000000e+03,1.723502172904911906e+61,-3.208486729317086255e+60
8.786000000000000000e+03,1.625586317980073240e+61,-3.056495251490737854e+60
8.785000000000000000e+03,1.692690898003316373e+61,-3.161874393686351904e+60
8.784000000000000000e+03,1.651008713712678833e+61,-3.099795548705807323e+60
8.783000000000000000e+03,1.686442064664133128e+61,-3.120198580139474653e+60
8.782000000000000000e+03,1.716003383053130363e+61,-3.170090408938660992e+60
8.781000000000000000e+03,1.660359450716149009e+61,-3.061212016783641161e+60
8.780000000000000000e+03,1.604108029945472864e+61,-2.986411470515876890e+60
8.779000000000000000e+03,1.574631238901590128e+61,-2.940901753161728940e+60
8.778000000000000000e+03,1.570233859891659195e+61,-2.945389293242169912e+60
8.777000000000000000e+03,1.634836342946299874e+61,-3.020400911625556255e+60
8.776000000000000000e+03,1.483000384014392068e+61,-2.782410540962628614e+60
8.775000000000000000e+03,1.534806711661773562e+61,-2.866455470413372857e+60
8.774000000000000000e+03,1.495797186106019409e+61,-2.787509094736771552e+60
8.773000000000000000e+03,1.587518197213872482e+61,-2.934588948531625889e+60
8.772000000000000000e+03,1.462161941277673192e+61,-2.723687962923653539e+60
8.771000000000000000e+03,1.411531046007044949e+61,-2.652214016049912413e+60
8.770000000000000000e+03,1.460882389594511438e+61,-2.724732638731515676e+60
8.769000000000000000e+03,1.431888073592238170e+61,-2.678309349782696545e+60
8.768000000000000000e+03,1.408977714136847285e+61,-2.639723566753789165e+60
8.767000000000000000e+03,1.390210164196334412e+61,-2.597604942988842505e+60
8.766000000000000000e+03,1.315814617640264073e+61,-2.488383678169204432e+60
8.765000000000000000e+03,1.389936966482168317e+61,-2.591492837957741019e+60
8.764000000000000000e+03,1.409269704059397258e+61,-2.612350535073389227e+60
8.763000000000000000e+03,1.298678557768672352e+61,-2.449172447724230489e+60
8.762000000000000000e+03,1.287461955285308568e+61,-2.429621234854494957e+60
8.761000000000000000e+03,1.397941390517281244e+61,-2.578758018475866876e+60
8.760000000000000000e+03,1.332553103780065803e+61,-2.468674467647887103e+60
8.759000000000000000e+03,1.355613677762494383e+61,-2.513543895370127255e+60
8.758000000000000000e+03,1.281903665053842524e+61,-2.398320717511192883e+60
8.757000000000000000e+03,1.309043005328394112e+61,-2.430127140647216695e+60
8.756000000000000000e+03,1.259799284265044257e+61,-2.355883552296747758e+60
8.755000000000000000e+03,1.305436877421676684e+61,-2.418717575316519252e+60
8.754000000000000000e+03,1.319118238177264339e+61,-2.451620570510412539e+60
8.753000000000000000e+03,1.263767977123343502e+61,-2.345883352376353950e+60
8.752000000000000000e+03,1.254531654341062849e+61,-2.328053037080171331e+60
8.751000000000000000e+03,1.180006961016318644e+61,-2.197055509670658473e+60
8.750000000000000000e+03,1.259318245036507323e+61,-2.326442294336891408e+60
8.749000000000000000e+03,1.232580832236218668e+61,-2.278242781236896691e+60
8.748000000000000000e+03,1.183646602962043622e+61,-2.206583134256797865e+60
8.747000000000000000e+03,1.234666370094715872e+61,-2.280854566018341472e+60
8.746000000000000000e+03,1.234699902134007759e+61,-2.270387070385400081e+60
8.745000000000000000e+03,1.104334019856119145e+61,-2.083662649811452517e+60
8.744000000000000000e+03,1.208995730786815554e+61,-2.235381379355006892e+60
8.743000000000000000e+03,1.110611950956976485e+61,-2.080426073814983570e+60
8.742000000000000000e+03,1.117948475204405884e+61,-2.074445143862927837e+60
8.741000000000000000e+03,1.078371517897124250e+61,-2.028780913099217760e+60
8.740000000000000000e+03,1.051362512299777207e+61,-1.983432835451948484e+60
8.739000000000000000e+03,1.142517291968625664e+61,-2.112306253638329022e+60
8.738000000000000000e+03,1.041193277030614692e+61,-1.947478658081176407e+60
8.737000000000000000e+03,1.072356088523532583e+61,-1.992411665597762818e+60
8.736000000000000000e+03,1.006694213527650833e+61,-1.897007756209120484e+60
8.735000000000000000e+03,1.071605921274887306e+61,-1.986631508001339444e+60
8.734000000000000000e+03,1.043281731775417748e+61,-1.940826682035331455e+60
8.733000000000000000e+03,1.056119878535165963e+61,-1.960232841210528088e+60
8.732000000000000000e+03,9.894841516183918804e+60,-1.847534805567951194e+60
8.731000000000000000e+03,1.003953248115687114e+61,-1.872004375298527425e+60
8.730000000000000000e+03,1.023180307869856603e+61,-1.915486158010998788e+60
8.729000000000000000e+03,9.872557331928962169e+60,-1.847709316756393356e+60
8.728000000000000000e+03,9.586828760629110604e+60,-1.793547829078104982e+60
8.727000000000000000e+03,9.803242264698647070e+60,-1.834892449216503679e+60
8.726000000000000000e+03,9.722951838828821597e+60,-1.822166601093931322e+60
8.725000000000000000e+03,9.446920914473411440e+60,-1.770869926963267704e+60
8.724000000000000000e+03,1.001132657381770186e+61,-1.852755639545854694e+60
8.723000000000000000e+03,9.650710553819691096e+60,-1.798760217010987871e+60
8.722000000000000000e+03,9.484670074111247472e+60,-1.764712742626188075e+60
8.721000000000000000e+03,9.221032416447820541e+60,-1.712058100376914637e+60
8.720000000000000000e+03,8.688466465905397418e+60,-1.630901770191087403e+60
8.719000000000000000e+03,9.068038517670926591e+60,-1.689556601581618285e+60
8.718000000000000000e+03,8.680793387533200150e+60,-1.631380476792757886e+60
8.717000000000000000e+03,8.522335377501492776e+60,-1.607587408875137871e+60
8.716000000000000000e+03,8.628047439419594556e+60,-1.614244776080097980e+60
8.715000000000000000e+03,8.283494153141268049e+60,-1.551238815257266565e+60
8.714000000000000000e+03,8.645735914695605764e+60,-1.607688153066623887e+60
8.713000000000000000e+03,8.428886729123213898e+60,-1.577646255370731331e+60
8.712000000000000000e+03,8.701494608364733074e+60,-1.609365733001251286e+60
8.711000000000000000e+03,8.168907686386944711e+60,-1.537956578125234568e+60
8.710000000000000000e+03,8.160518464791816324e+60,-1.531581089766409725e+60
8.709000000000000000e+03,8.416899178439650001e+60,-1.571338435427686804e+60
8.708000000000000000e+03,8.175843206747944139e+60,-1.523350332246638220e+60
8.707000000000000000e+03,8.255338405683913716e+60,-1.540264350218148170e+60
8.706000000000000000e+03,7.399472870502060934e+60,-1.401046368245274101e+60
8.705000000000000000e+03,7.939193445064061984e+60,-1.484191927018769197e+60
8.704000000000000000e+03,8.072253034912101647e+60,-1.499940218469923736e+60
8.703000000000000000e+03,7.567020715946632548e+60,-1.420223858905144383e+60
8.702000000000000000e+03,7.807832639188779323e+60,-1.444207015766395936e+60
8.701000000000000000e+03,7.678590194078796067e+60,-1.436855187312209105e+60
8.700000000000000000e+03,7.633812029299803426e+60,-1.421956842759843626e+60
8.699000000000000000e+03,7.198926851494554743e+60,-1.349212730497865887e+60
8.698000000000000000e+03,7.474728768063772384e+60,-1.399218807332361670e+60
8.697000000000000000e+03,7.673805370953081282e+60,-1.426298850561890565e+60
8.696000000000000000e+03,7.324587208534219186e+60,-1.369471927419768719e+60
8.695000000000000000e+03,7.341462935486462870e+60,-1.368466440043806392e+60
8.694000000000000000e+03,6.941175885259796860e+60,-1.306549963293414784e+60
8.693000000000000000e+03,6.771168067864285493e+60,-1.281684841243646281e+60
8.692000000000000000e+03,6.870300489574264686e+60,-1.282169400905230879e+60
8.691000000000000000e+03,7.010379407410356724e+60,-1.309271738835428381e+60
8.690000000000000000e+03,7.037899227285130449e+60,-1.318240221075224181e+60
8.689000000000000000e+03,7.163918563842571197e+60,-1.322366330531291506e+60
8.688000000000000000e+03,6.243935907150514102e+60,-1.186296518230860374e+60
8.687000000000000000e+03,6.683102069657269218e+60,-1.251560771433679347e+60
8.686000000000000000e+03,6.857695617399433185e+60,-1.274310207119977826e+60
8.685000000000000000e+03,6.699349713284690255e+60,-1.247452746616327057e+60
8.684000000000000000e+03,6.479273828825258209e+60,-1.207494837712264533e+60
8.683000000000000000e+03,6.414851889299353859e+60,-1.203945025239295740e+60
8.682000000000000000e+03,6.421860812985750180e+60,-1.191540371127278526e+60
8.681000000000000000e+03,6.598268951419628193e+60,-1.222577474006513445e+60
8.680000000000000000e+03,5.998757126791437974e+60,-1.125122702254444696e+60
8.679000000000000000e+03,6.243466102612658418e+60,-1.167749434857789367e+60
8.678000000000000000e+03,6.174820174488367952e+60,-1.147868176030633129e+60
8.677000000000000000e+03,6.335506753663499522e+60,-1.176092865737772057e+60
8.676000000000000000e+03,6.061931270209060360e+60,-1.131652056272454348e+60
8.675000000000000000e+03,6.056508283226427428e+60,-1.127215924506275649e+60
8.674000000000000000e+03,6.086624996564395932e+60,-1.129196932524664717e+60
8.673000000000000000e+03,6.112993780653691108e+60,-1.131945934821250462e+60
8.672000000000000000e+03,5.805665418956736803e+60,-1.081545120752347397e+60
8.671000000000000000e+03,5.939528934544036301e+60,-1.102249233108841924e+60
8.670000000000000000e+03,5.567900360484859501e+60,-1.041844178667927217e+60
8.669000000000000000e+03,5.325280603568093223e+60,-1.009149869711391581e+60
8.668000000000000000e+03,5.380253147470776741e+60,-1.011686105649634525e+60
8.667000000000000000e+03,5.378281121591204056e+60,-1.008709564886104923e+60
8.666000000000000000e+03,5.228114849856705508e+60,-9.839655424302225558e+59
8.665000000000000000e+03,5.733774308839091986e+60,-1.063340089027221853e+60
8.664000000000000000e+03,5.530975430519950789e+60,-1.026469123083727690e+60
8.663000000000000000e+03,5.645731446524490052e+60,-1.048285271954742932e+60
8.662000000000000000e+03,5.310678705929754661e+60,-9.902098374535909653e+59
8.661000000000000000e+03,5.061280551746291414e+60,-9.548912906798859932e+59
8.660000000000000000e+03,5.291727448329810337e+60,-9.891177444925727625e+59
8.659000000000000000e+03,5.023987898691899206e+60,-9.481284850008370042e+59
8.658000000000000000e+03,5.095436998603059968e+60,-9.540823382551402836e+59
8.657000000000000000e+03,5.051960551957804024e+60,-9.413313216586837830e+59
8.656000000000000000e+03,5.155698397691194606e+60,-9.575245704527505810e+59
8.655000000000000000e+03,4.960344019808992372e+60,-9.248293749441105013e+59
8.654000000000000000e+03,4.881135785157686273e+60,-9.118546513299371911e+59
8.653000000000000000e+03,5.074419288981138846e+60,-9.421554262803782921e+59
8.652000000000000000e+03,4.759380877288988339e+60,-8.924998001968236148e+59
8.651000000000000000e+03,4.729375325702353842e+60,-8.818006430410467488e+59
8.650000000000000000e+03,4.626934689728139620e+60,-8.710906733750936153e+59
8.649000000000000000e+03,4.876176012923705588e+60,-9.087521509971932989e+59
8.648000000000000000e+03,4.592770456700780165e+60,-8.644328055627453525e+59
8.647000000000000000e+03,4.437956216884001423e+60,-8.317311067572841414e+59
8.646000000000000000e+03,4.375700355333826176e+60,-8.262766361871208354e+59
8.645000000000000000e+03,4.444503526319194183e+60,-8.332287583005095803e+59
8.644000000000000000e+03,4.343274720847232176e+60,-8.165165850402107659e+59
8.643000000000000000e+03,4.285372907991495325e+60,-8.051206877306434459e+59
8.642000000000000000e+03,3.950152608971082837e+60,-7.557405843161041116e+59
8.641000000000000000e+03,4.368346388689101226e+60,-8.112995179145494068e+59
8.640000000000000000e+03,4.325022842080316266e+60,-8.060941515186010072e+59
8.639000000000000000e+03,4.097498223181228456e+60,-7.744297008263720169e+59
8.638000000000000000e+03,4.040737459815887941e+60,-7.577834565897855164e+59
8.637000000000000000e+03,4.042947786379491487e+60,-7.623610675799755862e+59
8.636000000000000000e+03,4.064665922378190176e+60,-7.602814422702435674e+59
8.635000000000000000e+03,4.126677995560573554e+60,-7.723033509534740079e+59
8.634000000000000000e+03,4.307575296011386343e+60,-7.973983141614819041e+59
8.633000000000000000e+03,3.945992127771818777e+60,-7.428166433815428229e+59
